10, 42, 0.612, 
100, 42, 0.572, 
1000, 42, 1.296, 
10000, 42, 0.261, 
100000, 42, 0.138, 
1000000, 42, 3.962, 
10000000, 42, 2.429, 
100000000, 42, 9.387, 
