10, 42, 6.294, 
100, 42, 0.119, 
1000, 42, 5.059, 
10000, 42, 0.101, 
100000, 42, 0.108, 
1000000, 42, 0.183, 
10000000, 42, 0.980, 
100000000, 42, 8.855, 
1000000000, 42, 86.601, 
